Data Filename,Sample Type,FA,Ret Time,Area,Height,Conc,,,Area %,Height %,,Notes
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:1w9c,39.237,4758,874,0.0322,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:1w9c,39.23,2148,413,0.0145,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:1w9c,39.25,13445,2652,0.0909,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:1w9c,39.24,6736,1260,0.0455,-----,-----,100,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:1w9c,39.249,10036,1464,0.0678,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:1w9c,39.231,12469,2170,0.0843,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:1w9c,39.236,5544,1079,0.0375,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:1w9c,39.269,19549,3225,0.1322,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:1w9c,39.301,9865,1759,0.0667,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:1w9c,39.253,12828,2580,0.0867,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:2w6,41.309,22201,4173,0.1185,-----,-----,100,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:2w6,41.312,33290,5414,0.1776,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:2w6,41.31,32018,5883,0.1708,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:2w6,41.311,37839,6396,0.2019,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:2w6,41.337,7935,2348,0.0423,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:2w6,41.316,20070,3516,0.1071,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:2w6,41.29,9914,1716,0.0529,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:2w6,41.343,4574,958,0.0244,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:2w6,41.313,6087,1082,0.0325,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:2w6,41.597,126,125,0.0007,-----,-----,2.2905,3.6993,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:2w6,41.193,133,212,0.0007,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:2w6,41.196,193,213,0.001,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:2w6,41.168,-163,72,-0.0009,-----,-----,0,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:2w6,41.176,-121,139,-0.0006,-----,-----,0,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:2w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:2w6,41.194,-18,128,-0.0001,-----,-----,0,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,21:5w3,41.573,-10,162,0,-----,-----,0,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,21:5w3,41.609,3264,894,0.0148,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,21:5w3,41.54,2475,724,0.0113,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,21:5w3,41.55,2544,949,0.0116,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,21:5w3,41.609,-635,261,-0.0029,-----,-----,0,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,21:5w3,41.627,323,235,0.0015,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,21:5w3,41.665,-202,55,-0.0009,-----,-----,0,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,21:5w3,41.616,-17,138,-0.0001,-----,-----,0,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,21:5w3,41.631,-172,163,-0.0008,-----,-----,0,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,21:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,21:5w3,41.67,184,160,0.0008,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,21:5w3,41.423,152111,18345,0.6919,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,21:5w3,41.582,840656,93192,3.8239,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,21:5w3,41.547,101563,12736,0.462,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,23:0,42.384,6049,1137,0.0144,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,23:0,42.394,-92,90,-0.0002,-----,-----,0,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,23:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,23:0,42.419,1412,498,0.0034,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:4w6,43.041,346,268,0.0018,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:4w6,43.036,2527,897,0.0133,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:4w6,43.027,5693,982,0.03,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:4w6,43.008,15902,2230,0.0839,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:4w6,43.053,822495,141916,4.3384,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:4w6,43.07,956568,153690,5.0456,-----,-----,99.805,99.3606,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:4w6,43.067,778154,129053,4.1045,-----,-----,99.5109,98.6176,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:4w6,43.023,5623,998,0.0297,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:4w6,43.02,4940,1426,0.0261,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:4w6,43.019,49345,7514,0.2603,-----,-----,90.5629,77.2171,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:4w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:4w6,43.031,857,835,0.0045,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:4w6,43.03,13813,2380,0.0729,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:5w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:5w6,43.555,1747,703,0.0068,-----,-----,14.0321,12.5044,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:5w6,43.514,-128,60,-0.0005,-----,-----,0,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:5w6,43.463,920,643,0.0036,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:5w6,43.583,653,317,0.0025,-----,-----,4.7162,5.3421,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:5w6,43.471,1676,800,0.0065,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:5w6,43.508,745,557,0.0029,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:5w6,43.492,441,241,0.0017,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:5w6,43.502,177,275,0.0007,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:5w6,43.481,463,221,0.0018,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:5w6,43.45,167,189,0.0006,-----,-----,3.1767,6.8702,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:5w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:5w6,43.499,355,188,0.0014,-----,-----,100,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:5w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:5w6,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:5w6,43.514,10950,1533,0.0424,-----,-----,72.4206,43.0255,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:5w6,43.517,338,377,0.0013,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:5w6,43.498,1779,834,0.0069,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:5w6,43.55,3599,826,0.0139,-----,-----,29.0664,16.2727,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:3w6,43.554,310,308,0.0004,-----,-----,3.2098,6.8066,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:3w6,43.603,464,345,0.0006,-----,-----,3.4908,6.1399,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:3w6,43.637,263,350,0.0003,-----,-----,2.4005,6.0459,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:3w6,43.585,882,416,0.0011,-----,-----,8.2693,9.9736,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:3w6,43.583,653,317,0.0008,-----,-----,4.6543,5.4133,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:3w6,43.763,574,300,0.0007,-----,-----,2.4319,3.0537,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:3w6,43.63,580,282,0.0007,-----,-----,11.0078,11.677,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:3w6,43.623,425,280,0.0005,-----,-----,9.5506,8.8078,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:3w6,43.621,112,183,0.0001,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:3w6,43.624,1224,222,0.0016,-----,-----,16.5899,9.1283,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:3w6,43.563,159,141,0.0002,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:3w6,43.697,704,211,0.0009,-----,-----,6.8032,6.2723,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:3w6,43.627,-217,67,-0.0003,-----,-----,0,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:3w6,43.59,341,273,0.0004,-----,-----,4.7204,7.0306,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:3w6,43.61,165,205,0.0002,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:3w6,43.703,1064,229,0.0014,-----,-----,6.7159,5.6321,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:3w6,43.662,1627,423,0.0021,-----,-----,15.1307,9.0307,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:3w6,43.73,2178,882,0.0028,-----,-----,8.9837,7.0453,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:3w6,43.55,3599,826,0.0046,-----,-----,27.5048,15.1671,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:5w3,45.48,7676,1652,0.0389,-----,-----,100,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:5w3,45.47,10539,2052,0.0534,-----,-----,68.7251,50.2818,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:5w3,45.556,320,310,0.0016,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:5w3,45.392,7969,1122,0.0404,-----,-----,31.9565,12.2196,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:5w3,45.512,1175874,189204,5.9571,-----,-----,99.9522,99.9303,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:5w3,45.539,1855942,305766,9.4025,-----,-----,99.7991,99.451,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:5w3,45.513,970568,154060,4.917,-----,-----,99.8145,99.1511,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:5w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:5w3,45.458,2476,413,0.0125,-----,-----,46.0223,26.9055,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:5w3,45.476,13310,1964,0.0674,-----,-----,73.0275,50.9336,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:5w3,45.483,4697,900,0.0238,-----,-----,100,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:5w3,45.483,9928,1677,0.0503,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:5w3,45.491,2338,597,0.0118,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:5w3,45.479,67481,10337,0.3419,-----,-----,97.7504,91.7621,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:5w3,45.517,18013,3021,0.0913,-----,-----,64.8907,36.5076,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:5w3,45.508,17479,2782,0.0886,-----,-----,82.9765,52.4906,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:5w3,45.477,53665,8005,0.2719,-----,-----,94.6056,86.029,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,22:6w3,45.989,11001,1763,0.0516,-----,-----,63.1117,37.328,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,22:6w3,46.023,446158,72129,2.0942,-----,-----,99.0905,97.0572,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,22:6w3,45.916,227,260,0.0011,-----,-----,1.4401,5.1161,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,22:6w3,46.003,10297,1802,0.0483,-----,-----,55.5334,41.0759,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,22:6w3,46.15,7440,1473,0.0349,-----,-----,32.2651,25.0255,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,22:6w3,46.017,18171,2770,0.0853,-----,-----,54.0418,32.4584,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,22:6w3,45.983,274,351,0.0013,-----,-----,5.4257,10.5405,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,22:6w3,46.011,730,313,0.0034,-----,-----,0.2711,0.2937,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,22:6w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,22:6w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,22:6w3,46.001,1289,374,0.0061,-----,-----,19.9845,12.0451,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,22:6w3,45.618,235,318,0.0011,-----,-----,4.3454,10.15,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,22:6w3,46.47,398,226,0.0019,-----,-----,4.3488,6.0802,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,22:6w3,46.006,34325,5197,0.1611,-----,-----,94.2839,82.7021,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,22:6w3,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,22:6w3,46.009,91205,14273,0.4281,-----,-----,96.8597,90.3698,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,22:6w3,46.038,99837,15422,0.4686,-----,-----,94.5184,86.422,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,22:6w3,45.997,16968,2575,0.0796,-----,-----,81.4243,56.1369,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,22:6w3,46.031,621101,100450,2.9154,-----,-----,99.2696,97.5773,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,24:0,46.281,17439,3595,0.045,-----,-----,100,100,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,24:0,46.307,25820,4904,0.0666,-----,-----,100,100,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,24:0,46.279,17315,3234,0.0447,-----,-----,100,100,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,24:0,46.291,37301,6040,0.0962,-----,-----,100,100,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,24:0,46.29,32745,4932,0.0845,-----,-----,100,100,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,24:0,46.314,35908,5629,0.0926,-----,-----,100,100,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,24:0,46.304,27390,4153,0.0707,-----,-----,100,100,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,24:0,46.307,26094,4272,0.0673,-----,-----,100,100,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,24:0,46.308,38338,5590,0.0989,-----,-----,100,100,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,24:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,24:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,24:0,46.303,23177,3563,0.0598,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,24:0,-----,-----,-----,-----,-----,-----,-----,-----,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,24:0,46.267,5340,899,0.0138,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,24:0,46.272,5001,908,0.0129,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,24:0,46.302,9475,1799,0.0244,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,24:0,46.372,31138,5056,0.0803,-----,-----,100,100,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,24:0,46.3,5227,981,0.0135,-----,-----,100,100,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,24:0,46.271,7700,1392,0.0199,-----,-----,100,100,1,
DEME_03F0154_0033_342020_7.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_04F0245_0034_342020_27.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_12F1165_0090_342020_21.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_13F1242_0087_342020_22.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_14F1312_0088_342020_12.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
DEME_15F1416_0089_342020_13.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_07F0558_0050_342020_26.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_11F0992_0124_342020_18.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
HIGR_12F1091_0125_342020_16.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
IRCO_08F0676_0069_342020_10.qgd,Unknown,24:1w9,47.203,9620,1489,0.0629,-----,-----,100,100,1,
IRCO_09F0720_0070_342020_11.qgd,Unknown,24:1w9,47.203,5569,925,0.0364,-----,-----,100,100,1,
IRCO_10F0875_0071_342020_23.qgd,Unknown,24:1w9,47.186,33034,4778,0.216,-----,-----,100,100,1,
IRCO_15F1424_0105_342020_20.qgd,Unknown,24:1w9,47.212,13411,1987,0.0877,-----,-----,100,100,1,
PHAN_02F0095_0051_342020_8.qgd,Unknown,24:1w9,47.203,29599,4739,0.1935,-----,-----,100,100,1,
PHAN_03F0175_0052_342020_9.qgd,Unknown,24:1w9,47.19,36061,5422,0.2358,-----,-----,100,100,1,
PHAN_04F0230_0053_342020_25.qgd,Unknown,24:1w9,47.216,66537,9865,0.4351,-----,-----,100,100,1,
PLCA_09F0719_0108_342020_19.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_14F1214_0106_342020_14.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
PLCA_15F1397_0107_342020_15.qgd,Unknown,24:1w9,-----,-----,-----,-----,-----,-----,-----,-----,1,
